altura,longitud,anchura,volumen,longitud_eje_principal,longitud_eje_secundario,longitud_eje_terciario,num_puntos,nombre_archivo
0.9367176592350006,2.2601691484451294,1.223400354385376,2.5901102596200403,2.365161306481202,1.2621870248682263,0.814970776309658,102010,33_AutoAligned.ply
0.790184736251831,1.9816938042640686,1.1139999628067017,1.744417216163338,2.01396572337929,1.1622047795967896,0.7917382447507653,78624,59_AutoAligned.ply
0.9748594760894775,2.3009451627731323,1.2816143035888672,2.8747867322091003,2.265562436609314,1.3177663309513639,0.8601846087642588,101831,35_AutoAligned.ply
1.060481607913971,2.1739694476127625,1.2658153772354126,2.918279903641332,2.31430354370538,1.3310790925605693,0.6498768315532812,104150,60_AutoAligned.ply
0.7182555198669434,2.2256568670272827,1.2801191806793213,2.0463861435737996,2.2197034289966506,1.2874886672144215,0.7410262191332402,111796,61_AutoAligned.ply
0.963172659277916,2.4862080216407776,1.3400001525878906,3.2088281383014827,2.4721455173512448,1.3698510190424462,0.8408763337041772,125652,62_AutoAligned.ply
0.7615277320146561,2.254546046257019,1.2805507183074951,2.198576679677952,2.3355512000809626,1.3590134794446211,0.682588589234143,112492,63_AutoAligned.ply
0.759984165430069,2.5138232707977295,1.2952791452407837,2.474586612700409,2.4994280815176952,1.3553097962773624,0.7111279849912906,123037,64_AutoAligned.ply
0.7759713232517242,2.3105399012565613,1.2746087312698364,2.285262187692827,2.302468620227332,1.3280219795412072,0.7044117655152191,118979,66_AutoAligned.ply
1.113395482301712,2.2908220291137695,1.3098678588867188,3.3409370384232076,2.473885721105419,1.334844837372288,0.754591999763141,102033,67_AutoAligned.ply
0.7768859267234802,2.682905435562134,1.27786123752594,2.663460841622928,2.6963586468471337,1.3049959901365698,0.6730409001609837,115341,68_AutoAligned.ply
0.7416994795203209,2.3316250443458557,1.2786253690719604,2.211210066012317,2.306678662751426,1.3014025811008987,0.7523165667044369,118410,69_AutoAligned.ply
0.6897602081298828,2.475211441516876,1.3388073444366455,2.2857489374917694,2.4560529864767275,1.390667539736019,0.6187160047580249,115371,70_AutoAligned.ply
0.8359650075435638,2.429038166999817,1.3255562782287598,2.6916625287340064,2.4756108689315135,1.399974601576567,0.8429717186399519,123750,71_AutoAligned.ply
0.9582467079162598,2.388285756111145,1.3376190662384033,3.061230804549381,2.4235019650200735,1.370020655293078,0.781636995416273,112433,72_AutoAligned.ply
0.743457704782486,2.5352657437324524,1.3376893997192383,2.5213610555052792,2.522299795022369,1.3204603419179384,0.7217703946671705,122867,74_AutoAligned.ply
1.0061476975679398,2.347875714302063,1.3412140607833862,3.1683630447402895,2.3661399313772185,1.3494447062930843,0.9617275378515588,137627,75_AutoAligned.ply
0.9447120726108551,2.26763778924942,1.291815996170044,2.7674119312625627,2.3025341695836103,1.3265250159251296,0.6917342512726996,117938,76_AutoAligned.ply
0.805050253868103,2.2331252694129944,1.3446483612060547,2.4173793289953993,2.260876518778635,1.3741580486217249,0.7017839678369407,124504,77_AutoAligned.ply
0.867030143737793,2.3310146927833557,1.3297840356826782,2.687573328660624,2.4022036163112173,1.345284487189356,0.7140725974512839,119822,78_AutoAligned.ply
0.7356034517288208,2.4016568660736084,1.3098818063735962,2.31412506673418,2.357645467614283,1.3571990297577847,0.6594901849254766,117628,79_AutoAligned.ply
0.716564878821373,2.45443195104599,1.3160998821258545,2.314703478047831,2.4865152061789093,1.3432443204222664,0.695889128262901,108419,80_AutoAligned.ply
0.77580127120018,2.3094944953918457,1.3184759616851807,2.362324937460954,2.322042670696588,1.3188681544981573,0.7267678567196539,119043,81_AutoAligned.ply
0.7496645748615265,2.4632274508476257,1.229267954826355,2.269959271975402,2.5073070301970626,1.2728017820987396,0.7200831919358996,113508,82_AutoAligned.ply
0.6408397555351257,2.2735570669174194,1.249827265739441,1.8209805223411177,2.2401691373240507,1.3115656327381946,0.6232451665854734,94981,83_AutoAligned.ply
0.7932184934616089,2.3052337765693665,1.2993890047073364,2.3760030444002447,2.299021219262432,1.3040590741317548,0.7844117816635154,118338,84_AutoAligned.ply
0.6875721141695976,2.359876036643982,1.2694799900054932,2.0598391333368142,2.402508587264588,1.3310842450449951,0.7538247436234514,116965,85_AutoAligned.ply
0.7578928172588348,2.1546666622161865,1.2603636980056763,2.0581819686358673,2.182652760400197,1.271966286308091,0.7029191487654748,105583,86_AutoAligned.ply
0.8551482856273651,2.387385129928589,1.3480926752090454,2.7522232725045344,2.3973380984062427,1.3901617745208203,0.7610034535390113,130868,87_AutoAligned.ply
0.703101634979248,2.358193039894104,1.281148910522461,2.1242081592728494,2.3789696257161856,1.2759982978942508,0.6615179122061744,113928,88_AutoAligned.ply
0.7315814569592476,2.399148464202881,1.2994688749313354,2.2807920714440786,2.413229854577302,1.3127084459527174,0.7309179302758555,128762,89_AutoAligned.ply
0.7197756618261337,2.3398247957229614,1.262878179550171,2.1268749485734895,2.351231076639867,1.2942098762701746,0.7436482027347827,109971,90_AutoAligned.ply
0.7659133672714233,2.2779431343078613,1.2501498460769653,2.1811453080770495,2.3474267670075686,1.3276449021262495,0.7551526719685235,108865,91_AutoAligned.ply
0.7432841956615448,2.6001981496810913,1.37445867061615,2.6563972917641854,2.5512760495046836,1.3981116949148726,0.717052426928434,126269,92_AutoAligned.ply
0.684481143951416,2.355246424674988,1.3029195070266724,2.100464897990475,2.390753440422424,1.366212699819502,0.6706563578289939,123542,93_AutoAligned.ply
0.6907524168491364,2.2961101830005646,1.364400863647461,2.163999337111912,2.290574940507845,1.3659502807569344,0.687013404424458,116330,94_AutoAligned.ply
0.7777056992053986,2.6651023626327515,1.2868503332138062,2.6672100272940686,2.860654751158779,1.4130280821274621,0.8217315095721365,106857,95_AutoAligned.ply
0.9014523923397064,2.4312077164649963,1.2607845067977905,2.763158034704274,2.487827890351478,1.3245021667947983,0.6719846708784059,110791,96_AutoAligned.ply
0.7989313900470734,2.4564108848571777,1.3041741847991943,2.559446744970317,2.48031355064721,1.3366814891144687,0.7774083193240403,113238,97_AutoAligned.ply
0.6814111471176147,2.276321232318878,1.3237051963806152,2.053213243613048,2.2744581282260987,1.3229010491655853,0.6802383445606788,118001,98_AutoAligned.ply
0.7212499175220728,2.364523947238922,1.3097845315933228,2.2337231769641894,2.380946395303446,1.3404502703121657,0.663672542063547,123134,99_AutoAligned.ply
0.6947485506534576,2.525609254837036,1.314000129699707,2.3056278948592217,2.535120003725673,1.3275272933419762,0.7238933320230845,118316,100_AutoAligned.ply
0.777540534734726,2.34163498878479,1.2987018823623657,2.364567454023023,2.4172511803073746,1.3894138257783608,0.6276462736176722,109311,101_AutoAligned.ply
0.7797963172197342,2.392009139060974,1.296116590499878,2.4176202468628016,2.4780142975343606,1.3807779867956615,0.6966562678480408,118319,102_AutoAligned.ply
0.7273356318473816,2.352088749408722,1.28848397731781,2.2042842162927676,2.357216202107221,1.2973787059778243,0.6793595075450014,119499,103_AutoAligned.ply
0.7922002077102661,2.4785409569740295,1.3490899801254272,2.6489390676346716,2.464380935014386,1.3624131543941873,0.8178909497781094,125499,73_AutoAligned.ply
0.8405263721942902,2.236699938774109,1.2271392345428467,2.3070282466475036,2.338505989131884,1.2691319083413677,0.7673202127745468,94975,38_AutoAligned.ply
0.6297759264707565,1.984588384628296,1.1139181852340698,1.392226175434914,1.9823085459231173,1.1148326410799034,0.6290081353894674,85480,46_AutoAligned.ply
0.7065120600163937,2.137997329235077,1.148129940032959,1.7342742673359521,2.1097479682032914,1.1859095226476255,0.7492131273333213,96432,47_AutoAligned.ply
0.664170503616333,2.080310583114624,1.2245360612869263,1.6919181211189336,2.0900115587594525,1.22676675403591,0.5963165612804441,94315,48_AutoAligned.ply
0.6288462430238724,2.202649474143982,1.1634948253631592,1.6115890818853984,2.1984515464781538,1.1804269745121814,0.6372451714352944,102453,49_AutoAligned.ply
0.6497327983379364,2.1545746624469757,1.2193500995635986,1.706965551877656,2.1909212435548833,1.2151138054308712,0.5792140868230118,99835,50_AutoAligned.ply
0.9141272306442261,2.067219853401184,1.2251582145690918,2.315183879041194,2.1227052181760424,1.2425686591362028,0.6664727337677603,102173,51_AutoAligned.ply
0.7558605968952179,1.9537825733423233,1.101423740386963,1.6265685499669935,1.9648638658463358,1.1553882296431404,0.6735036228158764,74989,53_AutoAligned.ply
0.6660575419664383,1.854303777217865,1.1045153141021729,1.3641570601100588,1.8902248345268404,1.1039097352482623,0.6603658181345282,70840,54_AutoAligned.ply
