altura,longitud,anchura,volumen,longitud_eje_principal,longitud_eje_secundario,longitud_eje_terciario,num_puntos,nombre_archivo
0.7182794511318207,2.129135012626648,1.2691845893859863,1.9409816700746056,2.1228761898525854,1.2965795445129389,0.7626127810432508,102863,1_AutoAligned.ply
0.91277015209198,2.015170097351074,1.239144206047058,2.279265887779228,2.0488388712114496,1.255743227295692,0.7485868093418035,96296,2_AutoAligned.ply
0.6924557536840439,2.2285357415676117,1.2630400657653809,1.9490759348113194,2.228513560164066,1.2707729167604922,0.6936164203485196,94334,3_AutoAligned.ply
0.7011195719242096,2.181646943092346,1.2622458934783936,1.930725475514569,2.1518113696403214,1.2726906795924982,0.7075254656919229,96702,4_AutoAligned.ply
0.7703377902507782,2.307662010192871,1.2872568368911743,2.288329772967423,2.290020180705546,1.3120577866363246,0.6750854648217525,95049,5_AutoAligned.ply
1.0370849967002869,2.184565305709839,1.263110876083374,2.8616786159429894,2.2239979737024367,1.2694042954187326,0.8115018223998524,100654,6_AutoAligned.ply
0.8125010561197996,2.0749704837799072,1.2353614568710327,2.0827152870355805,2.1861786322189416,1.311267720688706,0.7405678468212742,93435,7_AutoAligned.ply
0.7210559546947479,2.0819318890571594,1.160098910331726,1.7415281707534584,2.068155967490727,1.1857387588591295,0.7084694248192182,84941,8_AutoAligned.ply
0.6987621337175369,2.1469162553548813,1.2186915874481201,1.8282613565831982,2.126150087208878,1.3219727674623099,0.7175685234240419,85210,9_AutoAligned.ply
0.77033531665802,2.1932533532381058,1.2621443271636963,2.13244397825964,2.2598710663210646,1.2698622271313325,0.7129574760615109,97943,10_AutoAligned.ply
0.8386782109737396,2.061138942837715,1.2669447660446167,2.190081671693306,2.0770645701307062,1.395840871774957,0.7528761903422169,90888,11_AutoAligned.ply
0.7566823214292526,2.2438356280326843,1.2879490852355957,2.186771081790639,2.218649155564842,1.313613484824212,0.7348737944516135,95327,12_AutoAligned.ply
0.6974290460348129,2.11127370595932,1.224129557609558,1.8024862234237264,2.11047099256968,1.245782398685502,0.7009187582726768,99595,13_AutoAligned.ply
0.860094703733921,2.31106373667717,1.2476353645324707,2.479966834324937,2.2982374899061724,1.345060703379171,0.8657253457113622,104032,14_AutoAligned.ply
0.7204239964485168,2.0843872129917145,1.1966599225997925,1.7969554769572929,2.060210851534281,1.2466581305745856,0.7458736820986344,83881,15_AutoAligned.ply
0.6325885504484177,2.031763255596161,1.1505553722381592,1.4787745019911815,2.022793675194766,1.167044377663594,0.6477341404529935,80359,16_AutoAligned.ply
0.6840660870075226,2.2844396829605103,1.2568787336349487,1.9641340937796428,2.286535375159839,1.255706860354365,0.6868507345125294,92539,17_AutoAligned.ply
0.7623589932918549,2.280649244785309,1.2573559284210205,2.1861313854191997,2.29456515617351,1.2478256358048725,0.6488973711913959,103611,55_AutoAligned.ply
0.7725680023431778,2.110092878341675,1.3044184446334839,2.1264502170292015,2.12441682313152,1.3232909665487749,0.637184777142116,92393,18_AutoAligned.ply
0.7072305530309677,1.9349678754806519,1.3051295280456543,1.786028517916185,1.9095253430334476,1.334537380571589,0.7306733704656836,84072,19_AutoAligned.ply
0.8746850788593292,2.166465997695923,1.20761239528656,2.28839588087649,2.244583655129218,1.2245220544061528,0.6275217021294123,89201,56_AutoAligned.ply
0.8164216876029968,2.242305338382721,1.2739057540893555,2.332096853757117,2.251175852779709,1.321076529971091,0.8230146232682585,98158,20_AutoAligned.ply
0.7342274487018585,2.2922717705368996,1.2696096897125244,2.136815133060035,2.2395550251338405,1.3165814753755498,0.7066289276454187,87202,57_AutoAligned.ply
0.6942346692085266,2.3507816791534424,1.2148677110671997,1.9826569870480908,2.3654480404155542,1.2242277493140827,0.7086896520460586,89437,21_AutoAligned.ply
0.6754450500011444,2.3121248483657837,1.3271706104278564,2.07265997219181,2.3071846314667237,1.3124905817441568,0.6778792642508404,106345,22_AutoAligned.ply
0.7869706079363823,2.1191657185554504,1.267800211906433,2.1143372068952626,2.1481783176452174,1.3786485461138198,0.8109159228794052,97323,23_AutoAligned.ply
0.8629281222820282,2.1241308450698853,1.2764424085617065,2.339683502916984,2.143600416915529,1.3638427651412737,0.7696948444674313,91611,25_AutoAligned.ply
0.6453688144683838,2.278049111366272,1.2930001020431519,1.9009452876360358,2.3236880456573363,1.3214110750440902,0.6230034991915858,101340,58_AutoAligned.ply
0.8183089420199394,2.133151113986969,1.2382735013961792,2.161501287139887,2.1667684015120625,1.2812687171327304,0.6732876001599719,94345,26_AutoAligned.ply
0.9054165184497833,2.0636762380599976,1.3436589241027832,2.5106086337508664,2.2000057984919694,1.425586448228982,0.7465427538282274,108628,27_AutoAligned.ply
0.9663736671209335,2.217639446258545,1.3409076929092407,2.8736568557621456,2.2562902155928337,1.3261643736190236,0.8075733928139485,105469,28_AutoAligned.ply
