Métrica,Modelo Original,Modelo Optimizado,Mejora (%)
MAE (kg),72.25999999999999,58.21563415905083,19.435878550995245
R²,-0.5386181181762122,0.22113909532781306,141.05675020301973
Dentro 10%,55.55555555555556,55.55555555555556,0.0
